date,lai_raw,factor,lai,model_used,std
2025-05-17,0.382741116751269,12.0,4.592893401015228,temporal_ratio_interp,0.8730589559032526
2025-05-25,0.3964467005076142,12.0,4.757360406091371,temporal_ratio_interp,0.8730589559032526
2025-06-02,0.3314720812182741,10.613022663610899,3.5179207103238155,temporal_ratio_interp,0.8730589559032526
2025-06-10,0.3395939086294416,9.226045327221797,3.133108793863646,temporal_ratio_interp,0.8730589559032526
2025-06-18,0.4274111675126904,7.839067990832697,3.350505202173163,temporal_ratio_interp,0.8730589559032526
2025-06-26,0.4629441624365483,6.452090654443595,2.986957703986071,temporal_ratio_interp,0.8730589559032526
2025-07-04,0.4852791878172589,5.065113318054494,2.457994077187866,temporal_ratio_interp,0.8730589559032526
2025-07-12,0.6644670050761421,3.6781359816653936,2.444,temporal_ratio_interp,0.8730589559032526
2025-07-20,0.5208121827411168,4.148577787896618,2.1606298529857515,temporal_ratio_interp,0.8730589559032526
2025-07-28,0.8477157360406091,4.619019594127843,3.91561559502208,temporal_ratio_interp,0.8730589559032526
2025-08-05,0.848223350253807,5.089461400359067,4.317,temporal_ratio_interp,0.8730589559032526
2025-08-13,0.8324873096446701,3.9760365853658532,3.31,temporal_ratio_interp,0.8730589559032526
2025-08-21,0.7553299492385788,3.627304006968641,2.7398113514565168,temporal_ratio_interp,0.8730589559032526
2025-08-29,0.6844444444444445,3.2785714285714285,2.244,temporal_ratio_interp,0.8730589559032526
2025-09-06,1.4664974619289337,2.5606210801393727,3.755144314986115,temporal_ratio_interp,0.8730589559032526
2025-09-14,1.2487309644670053,1.842670731707317,2.301,temporal_ratio_interp,0.8730589559032526
2025-09-22,1.0959390862944165,1.842670731707317,2.019454878048781,temporal_ratio_interp,0.8730589559032526
2025-09-30,0.8939086294416244,1.842670731707317,1.647179268292683,temporal_ratio_interp,0.8730589559032526
2025-10-08,0.7583756345177666,1.842670731707317,1.3974365853658537,temporal_ratio_interp,0.8730589559032526
2025-10-16,0.7269035532994923,1.842670731707317,1.3394439024390241,temporal_ratio_interp,0.8730589559032526
2025-10-24,0.7187817258883249,1.842670731707317,1.3244780487804877,temporal_ratio_interp,0.8730589559032526
2025-11-01,0.4380710659898477,1.842670731707317,0.807220731707317,temporal_ratio_interp,0.8730589559032526
2025-11-09,0.4878980891719744,1.842670731707317,0.8990355289731239,temporal_ratio_interp,0.8730589559032526
2025-11-17,0.4086294416243654,1.842670731707317,0.7529695121951218,temporal_ratio_interp,0.8730589559032526
2025-11-25,0.4974619289340101,1.842670731707317,0.9166585365853657,temporal_ratio_interp,0.8730589559032526
2025-12-03,0.4736040609137055,1.842670731707317,0.8726963414634145,temporal_ratio_interp,0.8730589559032526
2025-12-11,0.5279187817258882,1.842670731707317,0.9727804878048778,temporal_ratio_interp,0.8730589559032526
2025-12-19,0.5335025380710661,1.842670731707317,0.9830695121951221,temporal_ratio_interp,0.8730589559032526
2025-12-27,0.4517766497461928,1.842670731707317,0.8324756097560974,temporal_ratio_interp,0.8730589559032526
